MP,Party,PGroup,Constituency,Gender,Advice,BooksArticles,Job,Speeches,Survey,TVRadio,Uncategorised,Total,Party_Conservative,Party_Labour,Party_Liberal.Democrat,Party_Other,Party_Scottish.National.Party,ons_id,ons_region_id,county_name,region_name,country_name,constituency_type,declaration_time,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner,conp,labp,majp,birth_date,email,family_name,gender,given_name,id,image,sort_name,honorific_prefix,death_date,dob,age,wiki,alma,oxbridge,totalfit,confit,labfit,xcentre,ycentre
Stephen Gethins,SNP,Other,North East Fife,Male,0,0,0,0,1225,0,0,1225,0,0,0,0,1,S14000049,S92000003,Scotland,Scotland,Scotland,County,09/06/2017 06:29,SNP hold,SNP,LD,58685,41822,26,2,10088,4026,13741,0,0,13743,0,0,0,0,0,0,224,0,0.241212759,0.096265124,0.00478,28/03/1976,stephen.gethins.mp@parliament.uk,Gethins,male,Stephen,b770fc98-841e-47cf-b93e-c313b1c4fcdf,https://candidates.democracyclub.org.uk/media/images/54f768e9c689026478f43677.png,"Gethins, Stephen",NA,NA,28/03/1976,45,https://en.wikipedia.org/wiki/Stephen_Gethins,University of DundeeUniversity of Kent,FALSE,2913.322377,NA,NA,-3.282835117,57.18787111
William Wragg,Conservative,Conservative,Hazel Grove,Male,0,0,0,0,1195,0,0,1195,1,0,0,0,0,E14000738,E12000002,Greater Manchester,North West,England,County,09/06/2017 04:27,Con hold,Con,LD,63166,44132,114,5514,20047,9036,14533,0,516,0,0,0,0,0,0,0,0,0,0.454250884,0.204749388,12.4943352,11/12/1987,william@williamwragg.org.uk,Wragg,male,William,36c6fed8-400d-4ce0-80b4-3e936cc12ba2,https://candidates.democracyclub.org.uk/media/images/5481e73db150e238702c0501.png,"Wragg, Mr William",NA,NA,11/12/1987,34,https://en.wikipedia.org/wiki/William_Wragg,University of Manchester,FALSE,3382.791164,5854.022615,NA,-3.282835117,54.12266095
Paul Farrelly,Labour,Labour,Newcastle-Under-Lyme,Male,0,0,0,0,1190,0,0,1190,0,1,0,0,0,E14000834,E12000005,Staffordshire,West Midlands,England,Borough,09/06/2017 06:17,Lab hold,Lab,Con,65596,43842,172,30,21094,21124,1624,0,0,0,0,0,0,0,0,0,0,0,0.481136809,0.481821085,0.0684275,02/03/1962,paul.farrelly.mp@parliament.uk,Farrelly,male,Paul,8b0c4c98-e88e-4887-b231-aec1a7bb63aa,https://candidates.democracyclub.org.uk/media/images/55350176b247335574a42e52.png,"Farrelly, Paul",NA,NA,02/03/1962,59,https://en.wikipedia.org/wiki/Paul_Farrelly,"St Edmund Hall, Oxford",TRUE,2915.541313,NA,1304.057519,-2.739178864,54.49580348
Rosie Duffield,Labour,Labour,Canterbury,Female,0,0,0,0,1175,0,0,1175,0,1,0,0,0,E14000619,E12000008,Kent,South East,England,County,09/06/2017 03:29,Lab gain from Con,Lab,Con,78182,56800,178,187,25385,25572,4561,0,1282,0,0,0,0,0,0,0,0,0,0.446919014,0.450211268,0.3292254,01/07/1971,rosie.duffield.mp@parliament.uk,Duffield,female,Rosie,7c178594-8c8f-4b64-b7e6-3b68d2c9f83e,https://upload.wikimedia.org/wikipedia/commons/3/3a/Official_portrait_of_Rosie_Duffield_crop_2.jpg,"Duffield, Rosie",NA,NA,01/07/1971,50,https://en.wikipedia.org/wiki/Rosie_Duffield,NA,NA,2924.651449,NA,1305.804389,1.881894231,51.51457439
Maria Caulfield,Conservative,Conservative,Lewes,Female,0,0,0,0,0,0,1158.54,1158.54,1,0,0,0,0,E14000786,E12000008,East Sussex,South East,England,County,09/06/2017 03:11,Con hold,Con,LD,70941,54192,136,5508,26820,6060,21312,0,0,0,0,0,0,0,0,0,0,0,0.494906997,0.111824624,10.1638618,06/08/1973,maria.caulfield.mp@parliament.uk,Caulfield,female,Maria,c6eec69d-0589-45b0-ac8d-47de7eb5140f,https://candidates.democracyclub.org.uk/media/images/5481e744b150e238702c0506.png,"Caulfield, Maria",NA,NA,06/08/1973,48,https://en.wikipedia.org/wiki/Maria_Caulfield,NA,NA,3289.786706,5447.35388,NA,0.250925764,50.91361064
Nigel Evans,Conservative,Conservative,Ribble Valley,Male,0,0,0,0,0,1000,150,1150,1,0,0,0,0,E14000894,E12000002,Lancashire,North West,England,County,09/06/2017 02:59,Con hold,Con,Lab,77968,55200,163,13199,31919,18720,3247,0,1314,0,0,0,0,0,0,0,0,0,0.578242754,0.339130435,23.9112319,10/11/1957,evansn@parliament.uk,Evans,male,Nigel,c66caca6-b155-4ef6-b8f4-13eef95fddb3,https://candidates.democracyclub.org.uk/media/images/55158e5b4fb3d15c51926db9.png,"Evans, Mr Nigel",NA,NA,10/11/1957,64,https://en.wikipedia.org/wiki/Nigel_Evans,Swansea University,FALSE,3877.832872,8329.88566,NA,-3.011007437,55.50458625
Stephen Kinnock,Labour,Labour,Aberavon,Male,0,0,0,0,0,0,1149,1149,0,1,0,0,0,W07000049,W92000004,West Glamorgan,Wales,Wales,County,09/06/2017 02:41,Lab hold,Lab,Con,49892,33268,57,16761,5901,22662,599,1345,0,0,2761,0,0,0,0,0,0,0,0.17737766,0.681195142,50.3817482,01/01/1970,stephen.kinnock.mp@parliament.uk,Kinnock,male,Stephen,4d7119b4-643a-4a10-ab05-2716120d0cf3,https://candidates.democracyclub.org.uk/media/images/5481e791b150e238702c0545.png,"Kinnock, Stephen",NA,NA,01/01/1970,51,https://en.wikipedia.org/wiki/Stephen_Kinnock,"Queens' College, Cambridge (BA)College of Europe (MA)",TRUE,5322.438577,NA,1688.326151,-4.913802035,52.20580955
Graham Stringer,Labour,Labour,Blackley And Broughton,Male,0,0,0,0,1140,0,0,1140,0,1,0,0,0,E14000571,E12000002,Greater Manchester,North West,England,Borough,09/06/2017 02:52,Lab hold,Lab,Con,71648,40113,101,19601,8657,28258,737,1825,462,0,0,0,0,0,0,0,174,0,0.215815322,0.704459901,48.8644579,17/02/1950,graham.stringer.mp@parliament.uk,Stringer,male,Graham,1748dfbe-822c-438d-8983-5beaff89f40a,https://candidates.democracyclub.org.uk/media/images/images/1179.png,"Stringer, Graham",NA,NA,17/02/1950,71,https://en.wikipedia.org/wiki/Graham_Stringer,University of Sheffield,FALSE,5226.704173,NA,1675.228178,-3.554664341,54.58856075
Sarah Jones,Labour,Labour,Croydon Central,Female,0,0,0,0,1020,0,0,1020,0,1,0,0,0,E14000654,E12000007,London,London,England,Borough,09/06/2017 04:01,Lab gain from Con,Lab,Con,80045,57091,109,5652,24221,29873,1083,1040,626,0,0,0,0,0,0,0,248,0,0.424252509,0.523252352,9.8999842,20/12/1972,sarah.jones.mp@parliament.uk,Jones,female,Sarah,585dfe99-f525-49a1-aabc-4fe421887bc1,https://upload.wikimedia.org/wikipedia/commons/8/86/Sarah_Jones_MP-_official_photo_2017.jpg,"Jones, Sarah",NA,NA,20/12/1972,48,https://en.wikipedia.org/wiki/Sarah_Jones_(politician),University of Durham,FALSE,3279.41837,NA,1371.555789,-0.564555628,51.21507325
Clive Betts,Labour,Labour,Sheffield South East,Male,0,0,0,0,1005,0,0,1005,0,1,0,0,0,E14000920,E12000003,South Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 02:36,Lab hold,Lab,Con,68945,43596,90,11798,13722,25520,1432,2820,0,0,0,0,0,0,0,0,102,0,0.314753647,0.585374805,27.0621158,13/01/1950,officeofclivebettsmp@parliament.uk,Betts,male,Clive,57c3e506-ebee-4d6c-afc8-bba0133e6ed5,https://candidates.democracyclub.org.uk/media/images/551afdf013eb34c82843cb3f.png,"Betts, Mr Clive",NA,NA,13/01/1950,71,https://en.wikipedia.org/wiki/Clive_Betts,"Pembroke College, Cambridge",TRUE,4026.788236,NA,1497.861617,-1.923695557,54.58856075
Mark Menzies,Conservative,Conservative,Fylde,Male,0,0,0,0,1000,0,0,1000,1,0,0,0,0,E14000706,E12000002,Lancashire,North West,England,County,09/06/2017 02:15,Con hold,Con,Lab,65937,46467,127,11805,27334,15529,2341,0,1263,0,0,0,0,0,0,0,0,0,0.588245421,0.334194159,25.4051262,18/05/1971,mark.menzies.mp@parliament.uk,Menzies,male,Mark,15b9159e-715c-48ec-8116-77b707483fed,https://candidates.democracyclub.org.uk/media/images/5525fac0413cb4432adffa81.png,"Menzies, Mark",NA,NA,18/05/1971,50,https://en.wikipedia.org/wiki/Mark_Menzies,University of Glasgow,FALSE,3947.755773,8723.34728,NA,-3.554664341,55.32305614
Philippa Whitford,SNP,Other,Central Ayrshire,Female,0,0,0,0,0,0,991.52,991.52,0,0,0,0,1,S14000010,S92000003,Scotland,Scotland,Scotland,County,09/06/2017 04:07,SNP hold,SNP,Con,68999,45087,75,1267,15504,11762,1050,0,0,16771,0,0,0,0,0,0,0,0,0.343868521,0.260873422,2.8101227,24/12/1958,philippa.whitford.mp@parliament.uk,Whitford,female,Philippa,0aa89500-e6d7-4673-989d-319894053165,https://candidates.democracyclub.org.uk/media/images/55020ebdb25fe86024ab45fb.png,"Whitford, Dr Philippa",NA,NA,24/12/1958,62,https://en.wikipedia.org/wiki/Philippa_Whitford,University of Glasgow,FALSE,3012.749725,NA,NA,-4.37014495,56.66432128
Hywel Williams,Other,Other,Arfon,Male,0,0,0,0,990,0,0,990,0,0,0,1,0,W07000057,W92000004,Gwynedd,Wales,Wales,County,09/06/2017 01:59,PC hold,PC,Lab,41367,28208,67,92,4614,11427,648,0,0,0,11519,0,0,0,0,0,0,0,0.163570618,0.405097845,0.3261486,14/05/1953,hywel.williams.mp@parliament.uk,Williams,male,Hywel,b1114cb8-f3b2-42fd-bdbd-338f66b8673b,https://candidates.democracyclub.org.uk/media/images/images/2286.png,"Williams, Hywel",NA,NA,14/05/1953,68,https://en.wikipedia.org/wiki/Hywel_Williams,"University of Wales, Cardiff (now Cardiff University)",FALSE,2924.543807,NA,NA,-4.913802035,53.55658477
Luciana Berger,Lib Dem,Other,"Liverpool, Wavertree",Female,0,186.41,0,0,800,0,0,986.41,0,0,1,0,0,E14000795,E12000002,Merseyside,North West,England,Borough,09/06/2017 02:26,Lab hold,Lab,Con,62411,43640,119,29466,5251,34717,2858,0,598,0,0,0,0,0,0,0,216,0,0.12032539,0.795531622,67.5206233,15/05/1981,luciana.berger.mp@parliament.uk,Berger,female,Luciana,ba1300c3-0248-46f5-8781-ecabe8dbd8b4,https://candidates.democracyclub.org.uk/media/images/553571fb367dc5383f552ccc.png,"Berger, Luciana",NA,NA,15/05/1981,40,https://en.wikipedia.org/wiki/Luciana_Berger,"University of BirminghamBirkbeck, University of London",FALSE,6533.588836,NA,NA,-4.098316465,54.21626336
Esther McVey,Conservative,Conservative,Tatton,Female,0,0,0,0,0,950,0,950,1,0,0,0,0,E14000987,E12000002,Cheshire,North West,England,County,09/06/2017 04:21,Con hold,Con,Lab,67874,49116,104,14787,28764,13977,4431,0,1024,0,0,0,0,0,0,0,920,0,0.585634009,0.284571219,30.106279,24/10/1967,esther.mcvey.mp@parliament.uk,McVey,female,Esther,4880d9ea-d1a3-4d46-b8cd-c4e19af4294a,https://upload.wikimedia.org/wikipedia/commons/4/41/Official_portrait_of_Esther_McVey_crop_2.jpg,"McVey, Esther",The Right Honourable,NA,24/10/1967,54,https://en.wikipedia.org/wiki/Esther_McVey,"Queen Mary, University of LondonCity, University of LondonLiverpool John Moores University",FALSE,4176.130404,10086.95851,NA,-3.554664341,53.46149363
Madeleine Moon,Labour,Labour,Bridgend,Female,0,0,0,0,925,0,0,925,0,1,0,0,0,W07000073,W92000004,Gwent and Mid Glamorgan,Wales,Wales,County,09/06/2017 02:24,Lab hold,Lab,Con,62185,43255,55,4700,17213,21913,919,781,0,0,1783,0,0,0,0,0,646,0,0.397942434,0.506600393,10.8657959,27/03/1950,moonm@parliament.uk,Moon,female,Madeleine,708dc57b-4629-4942-b610-fe05c52bb795,https://candidates.democracyclub.org.uk/media/images/553ba218a51642637514d636.png,"Moon, Mrs Madeleine",NA,NA,27/03/1950,71,https://en.wikipedia.org/wiki/Madeleine_Moon,Keele University,FALSE,3317.52711,NA,1378.372141,-5.185630487,51.91086655
Lisa Nandy,Labour,Labour,Wigan,Female,0,707.03,0,0,0,200,0,907.03,0,1,0,0,0,E14001039,E12000002,Greater Manchester,North West,England,County,09/06/2017 01:21,Lab hold,Lab,Con,75359,47542,96,16027,13548,29575,916,2750,753,0,0,0,0,0,0,0,0,0,0.28496908,0.622081528,33.7112448,09/08/1979,lisa.nandy.mp@parliament.uk,Nandy,female,Lisa,3fdc4150-5805-4039-8fa9-a5de6e229bd0,https://candidates.democracyclub.org.uk/media/images/553396f3bbbc92023d8a8626.png,"Nandy, Lisa",NA,NA,09/08/1979,42,https://en.wikipedia.org/wiki/Lisa_Nandy,"Newcastle University (BA)Birkbeck, University of London (MA)",FALSE,4360.164097,NA,1549.865752,-4.098316465,54.7734439
Faisal Rashid,Labour,Labour,Warrington South,Male,0,0,0,0,325,0,580,905,0,1,0,0,0,E14001018,E12000002,Cheshire,North West,England,Borough,09/06/2017 04:03,Lab gain from Con,Lab,Con,85617,61995,120,2549,27445,29994,3339,0,0,0,0,0,0,0,0,0,1217,0,0.442696992,0.483813211,4.1116219,06/09/1972,faisal.rashid.mp@parliament.uk,Rashid,male,Faisal,5d6f585b-9755-4d71-a8df-b0b3509aedb9,https://upload.wikimedia.org/wikipedia/commons/c/c5/Official_portrait_of_Faisal_Rashid_crop_2.jpg,"Rashid, Faisal",NA,NA,06/09/1972,49,https://en.wikipedia.org/wiki/Faisal_Rashid,NA,NA,3060.023065,NA,1331.404218,-3.826490034,53.9348184
Adam Holloway,Conservative,Conservative,Gravesham,Male,0,0,0,0,875,0,0,875,1,0,0,0,0,E14000715,E12000008,Kent,South East,England,County,09/06/2017 03:11,Con hold,Con,Lab,72954,48997,109,9347,27237,17890,1210,1742,723,0,0,0,0,0,0,0,195,0,0.555891177,0.365124395,19.0766782,29/07/1965,hollowaya@parliament.uk,Holloway,male,Adam,9f914afc-e9a1-4f1d-aece-6fd1a7e89a0a,https://candidates.democracyclub.org.uk/media/images/5516d1cd929f1bbe286be040.png,"Holloway, Adam",NA,NA,29/07/1965,56,https://en.wikipedia.org/wiki/Adam_Holloway,"Magdalene College, CambridgeImperial College London",TRUE,3659.925619,7174.176867,NA,1.066410326,51.61397278
Anna McMorrin,Labour,Labour,Cardiff North,Female,0,0,0,0,850,0,0,850,0,1,0,0,0,W07000051,W92000004,South Glamorgan,Wales,Wales,Borough,09/06/2017 03:09,Lab gain from Con,Lab,Con,67221,52022,98,4174,21907,26081,1714,582,0,0,1738,0,0,0,0,0,0,0,0.421110299,0.501345585,8.0235285,1971,anna.mcmorrin.mp@parliament.uk,NA,female,Anna,006b3030-8eb4-4cbe-b433-5137f67df741,https://upload.wikimedia.org/wikipedia/commons/a/af/Official_portrait_of_Anna_McMorrin_crop_2.jpg,"McMorrin, Anna",NA,NA,NA,NA,https://en.wikipedia.org/wiki/Anna_McMorrin,University of SouthamptonCardiff University,FALSE,3206.624633,NA,1358.408654,-4.37014495,52.00939727
Julie Elliott,Labour,Labour,Sunderland Central,Female,0,0,0,0,840,0,0,840,0,1,0,0,0,E14000982,E12000001,Tyne and Wear,North East,England,Borough,08/06/2017 23:45,Lab hold,Lab,Con,72728,45111,76,9997,15059,25056,1777,2209,705,0,0,0,0,0,0,0,305,0,0.333821019,0.555429939,22.160892,29/07/1963,julie.elliott.mp@parliament.uk,Elliott,female,Julie,09cd8b28-cbd7-446e-b204-481a6dcc6b7a,https://candidates.democracyclub.org.uk/media/images/553c964d42c427035c8db3e1.png,"Elliott, Julie",NA,NA,29/07/1963,58,https://en.wikipedia.org/wiki/Julie_Elliott,Newcastle Polytechnic,FALSE,3797.48086,NA,1460.648686,-1.380040571,56.04418886
Patrick Grady,SNP,Other,Glasgow North,Male,0,0,0,0,825,0,0,825,0,0,0,0,1,S14000031,S92000003,Scotland,Scotland,Scotland,Borough,09/06/2017 03:04,SNP hold,SNP,Lab,53862,33473,61,1060,4935,11537,1153,0,3251,12597,0,0,0,0,0,0,0,0,0.147432259,0.34466585,3.1667314,05/02/1980,patrick.grady.mp@parliament.uk,Grady,male,Patrick,636b5d20-545a-4936-8dff-5d152ecac361,https://candidates.democracyclub.org.uk/media/images/5534f100b247335574a42e1c.png,"Grady, Patrick",NA,NA,05/02/1980,41,https://en.wikipedia.org/wiki/Patrick_Grady,University of Strathclyde,FALSE,3025.629427,NA,NA,-3.826490034,57.18787111
Tracy Brabin,Labour,Labour,Batley And Spen,Female,0,0,0,0,375,0,389.45,764.45,0,1,0,0,0,E14000548,E12000003,West Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 04:00,Lab hold,Lab,Con,80161,53780,128,8961,20883,29844,1224,0,695,0,0,0,0,0,0,0,1134,0,0.388304202,0.554927482,16.662328,09/05/1961,tracy.brabin.mp@parliament.uk,Brabin,female,Tracy,ad0ce867-cf4f-4c78-8bac-5e10e0a72883,https://upload.wikimedia.org/wikipedia/commons/f/f9/Official_portrait_of_Tracy_Brabin_crop_2.jpg,"Brabin, Tracy",NA,NA,09/05/1961,60,https://en.wikipedia.org/wiki/Tracy_Brabin,Loughborough UniversityUniversity of the Arts London,FALSE,3555.732244,NA,1419.999686,-1.380040571,55.14068938
Joanna Cherry,SNP,Other,Edinburgh South West,Female,0,150,0,0,0,600,0,750,0,0,0,0,1,S14000025,S92000003,Scotland,Scotland,Scotland,Borough,09/06/2017 04:18,SNP hold,SNP,Con,71178,49390,74,1097,16478,13213,2124,0,0,17575,0,0,0,0,0,0,0,0,0.33363029,0.26752379,2.2210974,18/03/1966,joanna.cherry.mp@parliament.uk,Cherry,female,Joanna,233f4091-1712-49d6-bba7-74f30fd3bea9,https://candidates.democracyclub.org.uk/media/images/5518965c249b917507bee589.png,"Cherry, Joanna",NA,NA,18/03/1966,55,https://en.wikipedia.org/wiki/Joanna_Cherry,University of Edinburgh,FALSE,2991.595754,NA,NA,-3.282835117,56.48816912
Chi Onwurah,Labour,Labour,Newcastle Upon Tyne Central,Female,0,530.21,0,0,200,0,0,730.21,0,1,0,0,0,E14000831,E12000001,Tyne and Wear,North East,England,Borough,08/06/2017 23:01,Lab hold,Lab,Con,55368,37094,79,14937,9134,24071,1812,1482,595,0,0,0,0,0,0,0,0,0,0.246239284,0.648918963,40.2679679,12/04/1965,chi.onwurah.mp@parliament.uk,NA,female,NA,4d569089-2d17-4f8b-bd9a-5e751959dee7,https://candidates.democracyclub.org.uk/media/images/55292052b6a860ed1648be47.png,"Onwurah, Chi",NA,NA,12/04/1965,56,https://en.wikipedia.org/wiki/Chi_Onwurah,Imperial College LondonUniversity of Manchester,FALSE,4715.924067,NA,1602.914945,-2.467350417,56.04418886
Gill Furniss,Labour,Labour,"Sheffield, Brightside And Hillsborough",Female,0,0,0,0,730,0,0,730,0,1,0,0,0,E14000921,E12000003,South Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 02:17,Lab hold,Lab,Con,70344,41870,70,19143,9050,28193,1061,2645,737,0,0,0,0,0,0,0,184,0,0.216145211,0.673346071,45.720086,14/03/1957,gill.furniss.mp@parliament.uk,Furniss,female,Gill,5c8a062b-33e2-4b7d-be73-27479693f2c5,https://upload.wikimedia.org/wikipedia/commons/3/3f/Official_portrait_of_Gill_Furniss_crop_2.jpg,"Furniss, Gill",NA,NA,14/03/1957,64,https://en.wikipedia.org/wiki/Gill_Furniss,Leeds Beckett University,FALSE,5033.7547,NA,1648.407052,-1.108212806,54.86557064
Gregory Campbell,Other,Other,East Londonderry,Male,0,0,0,0,675,0,0,675,0,0,0,1,0,N06000006,N92000002,Northern Ireland,Northern Ireland,Northern Ireland,County,09/06/2017 02:06,DUP hold,DUP,SF,67038,41030,124,8842,330,0,0,0,0,0,0,19723,10881,4423,3135,2538,0,0,0.008042895,0,21.5500853,15/02/1953,fieldingm@parliament.uk,Campbell,male,Gregory,42051efe-ee0e-4670-ad7c-be076c8117c1,https://candidates.democracyclub.org.uk/media/images/55351cdcb247335574a42e79.png,"Campbell, Mr Gregory",NA,NA,15/02/1953,68,https://en.wikipedia.org/wiki/Gregory_Campbell_(politician),University of Ulster,FALSE,3769.834509,NA,NA,-6.544768198,55.5950394
David Morris,Conservative,Conservative,Morecambe And Lunesdale,Male,0,650,0,0,0,0,0,650,1,0,0,0,0,E14000825,E12000002,Lancashire,North West,England,County,09/06/2017 04:24,Con hold,Con,Lab,66818,45657,72,1399,21773,20374,1699,1333,478,0,0,0,0,0,0,0,0,0,0.476881968,0.446240445,3.0641523,03/01/1966,david.morris.mp@parliament.uk,Morris,male,David,ec3bd13d-8b32-4d27-aa65-6aa26e319cf6,https://candidates.democracyclub.org.uk/media/images/5518400d249b917507bee577.png,"Morris, David",NA,NA,03/01/1966,55,https://en.wikipedia.org/wiki/David_Morris_(Conservative_politician),NA,NA,3021.918927,4374.477743,NA,-2.739178864,55.5950394
Nigel Huddleston,Conservative,Conservative,Mid Worcestershire,Male,0,0,0,0,625,0,0,625,1,0,0,0,0,E14000818,E12000005,Hereford and Worcester,West Midlands,England,County,09/06/2017 02:24,Con hold,Con,Lab,76057,55089,102,23326,35967,12641,3450,1660,1371,0,0,0,0,0,0,0,0,0,0.652888961,0.229465047,42.3423914,13/10/1970,nigel.huddleston.mp@parliament.uk,Huddleston,male,Nigel,edd4be04-9f0b-40b9-b7a1-99a63983e9e3,https://candidates.democracyclub.org.uk/media/images/5481e74db150e238702c050d.png,"Huddleston, Nigel",NA,NA,13/10/1970,51,https://en.wikipedia.org/wiki/Nigel_Huddleston,"Christ Church, OxfordUniversity of California, LosAngeles",TRUE,4834.415807,14720.9756,NA,-3.011007437,52.49880839
Drew Hendry,SNP,Other,"Inverness, Nairn, Badenoch And Strathspey",Male,0,0,0,0,435,0,175,610,0,0,0,0,1,S14000039,S92000003,Scotland,Scotland,Scotland,County,09/06/2017 03:07,SNP hold,SNP,Con,76844,52801,67,4924,16118,8552,6477,0,0,21042,0,0,0,0,0,0,612,0,0.30525937,0.161966629,9.325581,31/05/1964,drew.hendry.mp@parliament.uk,Hendry,male,Drew,5ad62cd0-77fa-4844-b1c9-7a66944ad779,https://candidates.democracyclub.org.uk/media/images/554cad6e4464a38763d7d85b.png,"Hendry, Drew",NA,NA,31/05/1964,57,https://en.wikipedia.org/wiki/Drew_Hendry,NA,NA,3256.961635,NA,NA,-4.37014495,57.18787111
Henry Smith,Conservative,Conservative,Crawley,Male,0,0,0,0,600,0,0,600,1,0,0,0,0,E14000652,E12000008,West Sussex,South East,England,Borough,09/06/2017 06:14,Con hold,Con,Lab,73425,50273,181,2457,25426,22969,1878,0,0,0,0,0,0,0,0,0,0,0,0.505758558,0.456885406,4.8873153,14/05/1969,henry.smith.mp@parliament.uk,Smith,male,Henry,a4592b0c-6ec2-4e08-b3d0-47e981472bae,https://candidates.democracyclub.org.uk/media/images/5502e870e70496a1139f93f6.png,"Smith, Henry",NA,NA,14/05/1969,52,https://en.wikipedia.org/wiki/Henry_Smith_(British_politician),University College London,FALSE,3088.550018,4627.945654,NA,-0.020900444,51.01431651
Anna Turley,Labour,Labour,Redcar,Female,0,0,0,0,590,0,0,590,0,1,0,0,0,E14000891,E12000001,Cleveland,North East,England,Borough,09/06/2017 03:11,Lab hold,Lab,Con,66836,42560,66,9485,14138,23623,2849,1950,0,0,0,0,0,0,0,0,0,0,0.33218985,0.555051692,22.2861842,09/10/1978,anna.turley.mp@parliament.uk,Turley,female,Anna,7bbbe3f0-d2ab-4bfc-b0a6-316efcbe8a50,https://candidates.democracyclub.org.uk/media/images/5481e868b150e238702c05c8.png,"Turley, Anna",NA,NA,09/10/1978,43,https://en.wikipedia.org/wiki/Anna_Turley,NA,NA,3803.176849,NA,1461.588363,-1.108212806,55.7753216
Virendra Sharma,Labour,Labour,"Ealing, Southall",Male,0,0,0,0,585,0,0,585,0,1,0,0,0,E14000676,E12000007,London,London,England,Borough,09/06/2017 03:05,Lab hold,Lab,Con,65188,45145,173,22090,9630,31720,1892,504,1037,0,0,0,0,0,0,0,362,0,0.213312659,0.702624875,48.9312216,05/04/1947,sharmav@parliament.uk,Sharma,male,NA,fef022ce-f2d6-4830-a4da-d059454b0451,https://candidates.democracyclub.org.uk/media/images/5534e304b247335574a42e11.png,"Sharma, Mr Virendra",NA,NA,05/04/1947,74,https://en.wikipedia.org/wiki/Virendra_Sharma,London School of Economics,FALSE,5230.880225,NA,1675.802371,-1.651868975,51.61397278
Caroline Lucas,Other,Other,"Brighton, Pavilion",Female,0,580,0,0,0,0,0,580,0,0,0,1,0,E14000598,E12000008,East Sussex,South East,England,Borough,09/06/2017 06:04,Green hold,Green,Lab,75486,57687,154,14699,11082,15450,0,630,30149,0,0,0,0,0,0,0,376,0,0.192105674,0.26782464,25.4806109,09/12/1960,caroline.lucas.mp@parliament.uk,Lucas,female,Caroline,33830a63-b769-4dc0-8d8d-4e365e0dc601,https://candidates.democracyclub.org.uk/media/images/54baff90cb19ebca71e2af7b.png,"Lucas, Caroline",NA,NA,09/12/1960,61,https://en.wikipedia.org/wiki/Caroline_Lucas,"
University of Exeter (BA, PhD)[1][2]
University of Kansas (Diploma of Journalism)",FALSE,3951.322166,NA,NA,-0.292727345,50.91361064
Adrian Bailey,Labour,Labour,West Bromwich West,Male,0,0,0,0,575,0,0,575,0,1,0,0,0,E14001030,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 01:54,Lab hold,Lab,Con,65967,36094,90,4460,14329,18789,333,2320,323,0,0,0,0,0,0,0,0,0,0.39699119,0.520557433,12.3566244,11/12/1945,baileya@parliament.uk,Bailey,male,Adrian,c9a0c3e7-3fb5-4f4c-91f1-8a59a420aa5e,https://candidates.democracyclub.org.uk/media/images/5532412529c5d53959d9e466.png,"Bailey, Mr Adrian",NA,NA,11/12/1945,76,https://en.wikipedia.org/wiki/Adrian_Bailey,"University of Exeter, Loughborough University",FALSE,3377.223031,NA,1388.960438,-2.739178864,53.36618925
